Value,lulcc,lu_T1,lu_T2,lc_T1,lc_T2,general_T1,general_T2,macro_T1,macro_T2
2632,Tree Canopy Over Turf Grass to Solar Field Panel Arrays,Tree Canopy Over Turf,Solar Field,Tree Canopy,Other Impervious,Tree Canopy over Turf Grass,"Impervious, Other",Developed,Developed
2634,Tree Canopy Over Turf Grass to Solar Field Herbaceous,Tree Canopy Over Turf,Solar Field,Tree Canopy,Low Vegetation,Tree Canopy over Turf Grass,"Pervious Developed, Other",Developed,Developed
2636,Tree Canopy Over Turf Grass to Suspended Succession Barren,Tree Canopy Over Turf,Suspended Succession,Tree Canopy,Barren,Tree Canopy over Turf Grass,"Pervious Developed, Other",Developed,Developed
2637,Tree Canopy Over Turf Grass to Suspended Succession Herbaceous,Tree Canopy Over Turf,Suspended Succession,Tree Canopy,Low Vegetation,Tree Canopy over Turf Grass,"Pervious Developed, Other",Developed,Developed
2638,Tree Canopy Over Turf Grass to Suspended Succession Shrubland,Tree Canopy Over Turf,Suspended Succession,Tree Canopy,Shrubland,Tree Canopy over Turf Grass,"Pervious Developed, Other",Developed,Developed
2640,Tree Canopy Over Turf Grass to Forest,Tree Canopy Over Turf,Forest,Tree Canopy,Tree Canopy,Tree Canopy over Turf Grass,Forest,Developed,Natural
2641,Tree Canopy Over Turf Grass to Forested Other,Tree Canopy Over Turf,Forested Other,Tree Canopy,Tree Canopy,Tree Canopy over Turf Grass,"Forested, Other",Developed,Natural
2642,Tree Canopy Over Turf Grass to Natural Succession Barren,Tree Canopy Over Turf,Natural Succession,Tree Canopy,Barren,Tree Canopy over Turf Grass,Natural Succession,Developed,Natural
2643,Tree Canopy Over Turf Grass to Natural Succession Herbaceous,Tree Canopy Over Turf,Natural Succession,Tree Canopy,Low Vegetation,Tree Canopy over Turf Grass,Natural Succession,Developed,Natural
2644,Tree Canopy Over Turf Grass to Natural Succession Shrubland,Tree Canopy Over Turf,Natural Succession,Tree Canopy,Shrubland,Tree Canopy over Turf Grass,Natural Succession,Developed,Natural
2645,Tree Canopy Over Turf Grass to Harvested Forest Barren,Tree Canopy Over Turf,Harvested Forest,Tree Canopy,Barren,Tree Canopy over Turf Grass,Harvested Forest,Developed,Natural
2646,Tree Canopy Over Turf Grass to Harvested Forest Herbaceous,Tree Canopy Over Turf,Harvested Forest,Tree Canopy,Low Vegetation,Tree Canopy over Turf Grass,Harvested Forest,Developed,Natural
2680,Tree Canopy Over Turf Grass to Cropland Barren,Tree Canopy Over Turf,Cropland,Tree Canopy,Barren,Tree Canopy over Turf Grass,Cropland,Developed,Agricultural
2681,Tree Canopy Over Turf Grass to Cropland Herbaceous,Tree Canopy Over Turf,Cropland,Tree Canopy,Low Vegetation,Tree Canopy over Turf Grass,Cropland,Developed,Agricultural
2683,Tree Canopy Over Turf Grass to Orchards and Vineyards Herbaceous,Tree Canopy Over Turf,Orchards and Vineyards,Tree Canopy,Low Vegetation,Tree Canopy over Turf Grass,Cropland,Developed,Agricultural
2684,Tree Canopy Over Turf Grass to Orchards and Vineyards Shrubland,Tree Canopy Over Turf,Orchards and Vineyards,Tree Canopy,Shrubland,Tree Canopy over Turf Grass,Cropland,Developed,Agricultural
2685,Tree Canopy Over Turf Grass to Pasture and Hay Barren,Tree Canopy Over Turf,Pasture and Hay,Tree Canopy,Barren,Tree Canopy over Turf Grass,Pasture and Hay,Developed,Agricultural
2686,Tree Canopy Over Turf Grass to Pasture and Hay Herbaceous,Tree Canopy Over Turf,Pasture and Hay,Tree Canopy,Low Vegetation,Tree Canopy over Turf Grass,Pasture and Hay,Developed,Agricultural
2710,Turf Grass to Tidal Waters,Turf,Tidal Waters,Low Vegetation,Water,Turf Grass,Water,Developed,Water
2711,Turf Grass to Lakes and Reservoirs,Turf,Lakes and Reservoirs,Low Vegetation,Water,Turf Grass,Water,Developed,Water
2712,Turf Grass to Riverine Ponds,Turf,Riverine Ponds,Low Vegetation,Water,Turf Grass,Water,Developed,Water
2713,Turf Grass to Terrene Ponds,Turf,Terrene Ponds,Low Vegetation,Water,Turf Grass,Water,Developed,Water
2714,Turf Grass to Streams and Rivers,Turf,Streams and Rivers,Low Vegetation,Water,Turf Grass,Water,Developed,Water
2715,Turf Grass to Bare Shore,Turf,Bare Shore,Low Vegetation,Barren,Turf Grass,Natural Succession,Developed,Natural
2720,Turf Grass to Roads,Turf,Roads,Low Vegetation,Impervious Roads,Turf Grass,Impervious Roads,Developed,Developed
2721,Turf Grass to Structures,Turf,Structures,Low Vegetation,Impervious Structures,Turf Grass,Impervious Structures,Developed,Developed
2722,Turf Grass to Other Impervious,Turf,Other Impervious,Low Vegetation,Other Impervious,Turf Grass,"Impervious, Other",Developed,Developed
2723,Turf Grass to Tree Canopy Over Roads,Turf,Tree Canopy Over Roads,Low Vegetation,Tree Canopy Over Impervious Roads,Turf Grass,Tree Canopy over Impervious,Developed,Developed
2724,Turf Grass to Tree Canopy Over Structures,Turf,Tree Canopy Over Structures,Low Vegetation,Tree Canopy Over Impervious Structures,Turf Grass,Tree Canopy over Impervious,Developed,Developed
2725,Turf Grass to Tree Canopy Over Other Impervious,Turf,Tree Canopy Over Other Impervious,Low Vegetation,Tree Canopy Over Other Impervious,Turf Grass,Tree Canopy over Impervious,Developed,Developed
2726,Turf Grass to Tree Canopy Over Turf Grass,Turf,Tree Canopy Over Turf,Low Vegetation,Tree Canopy,Turf Grass,Tree Canopy over Turf Grass,Developed,Developed
2728,Turf Grass to Bare Developed,Turf,Developed,Low Vegetation,Barren,Turf Grass,"Pervious Developed, Other",Developed,Developed
2730,Turf Grass to Extractive Barren,Turf,Extractive,Low Vegetation,Barren,Turf Grass,Extractive,Developed,Developed
2731,Turf Grass to Extractive Impervious,Turf,Extractive,Low Vegetation,Other Impervious,Turf Grass,Extractive,Developed,Developed
2732,Turf Grass to Solar Field Panel Arrays,Turf,Solar Field,Low Vegetation,Other Impervious,Turf Grass,"Impervious, Other",Developed,Developed
2734,Turf Grass to Solar Field Herbaceous,Turf,Solar Field,Low Vegetation,Low Vegetation,Turf Grass,"Pervious Developed, Other",Developed,Developed
2736,Turf Grass to Suspended Succession Barren,Turf,Suspended Succession,Low Vegetation,Barren,Turf Grass,"Pervious Developed, Other",Developed,Developed
2737,Turf Grass to Suspended Succession Herbaceous,Turf,Suspended Succession,Low Vegetation,Low Vegetation,Turf Grass,"Pervious Developed, Other",Developed,Developed
2738,Turf Grass to Suspended Succession Shrubland,Turf,Suspended Succession,Low Vegetation,Shrubland,Turf Grass,"Pervious Developed, Other",Developed,Developed
2740,Turf Grass to Forest,Turf,Forest,Low Vegetation,Tree Canopy,Turf Grass,Forest,Developed,Natural
2741,Turf Grass to Forested Other,Turf,Forested Other,Low Vegetation,Tree Canopy,Turf Grass,"Forested, Other",Developed,Natural
2742,Turf Grass to Natural Succession Barren,Turf,Natural Succession,Low Vegetation,Barren,Turf Grass,Natural Succession,Developed,Natural
2743,Turf Grass to Natural Succession Herbaceous,Turf,Natural Succession,Low Vegetation,Low Vegetation,Turf Grass,Natural Succession,Developed,Natural
2744,Turf Grass to Natural Succession Shrubland,Turf,Natural Succession,Low Vegetation,Shrubland,Turf Grass,Natural Succession,Developed,Natural
2745,Turf Grass to Harvested Forest Barren,Turf,Harvested Forest,Low Vegetation,Barren,Turf Grass,Harvested Forest,Developed,Natural
2746,Turf Grass to Harvested Forest Herbaceous,Turf,Harvested Forest,Low Vegetation,Low Vegetation,Turf Grass,Harvested Forest,Developed,Natural
2750,Turf Grass to Riverine Wetlands Barren,Turf,Riverine Wetlands,Low Vegetation,Barren,Turf Grass,"Wetlands, Riverine Non-forested",Developed,Natural
2751,Turf Grass to Riverine Wetlands Herbaceous,Turf,Riverine Wetlands,Low Vegetation,Low Vegetation,Turf Grass,"Wetlands, Riverine Non-forested",Developed,Natural
2752,Turf Grass to Riverine Wetlands Shrubland,Turf,Riverine Wetlands,Low Vegetation,Shrubland,Turf Grass,"Wetlands, Riverine Non-forested",Developed,Natural
2753,Turf Grass to Riverine Wetlands Forested Other,Turf,Riverine Wetlands,Low Vegetation,Tree Canopy,Turf Grass,"Forested, Other",Developed,Natural
2754,Turf Grass to Riverine Wetlands Forest,Turf,Riverine Wetlands,Low Vegetation,Tree Canopy,Turf Grass,Forest,Developed,Natural
2760,Turf Grass to Terrene Wetlands Barren,Turf,Terrene Wetlands,Low Vegetation,Barren,Turf Grass,"Wetlands, Terrene Non-forested",Developed,Natural
2761,Turf Grass to Terrene Wetlands Herbaceous,Turf,Terrene Wetlands,Low Vegetation,Low Vegetation,Turf Grass,"Wetlands, Terrene Non-forested",Developed,Natural
2762,Turf Grass to Terrene Wetlands Shrubland,Turf,Terrene Wetlands,Low Vegetation,Shrubland,Turf Grass,"Wetlands, Terrene Non-forested",Developed,Natural
2763,Turf Grass to Terrene Wetlands Forested Other,Turf,Terrene Wetlands,Low Vegetation,Tree Canopy,Turf Grass,"Forested, Other",Developed,Natural
2764,Turf Grass to Terrene Wetlands Forest,Turf,Terrene Wetlands,Low Vegetation,Tree Canopy,Turf Grass,Forest,Developed,Natural
2780,Turf Grass to Cropland Barren,Turf,Cropland,Low Vegetation,Barren,Turf Grass,Cropland,Developed,Agricultural
2781,Turf Grass to Cropland Herbaceous,Turf,Cropland,Low Vegetation,Low Vegetation,Turf Grass,Cropland,Developed,Agricultural
2784,Turf Grass to Orchards and Vineyards Shrubland,Turf,Orchards and Vineyards,Low Vegetation,Shrubland,Turf Grass,Cropland,Developed,Agricultural
2785,Turf Grass to Pasture and Hay Barren,Turf,Pasture and Hay,Low Vegetation,Barren,Turf Grass,Pasture and Hay,Developed,Agricultural
2786,Turf Grass to Pasture and Hay Herbaceous,Turf,Pasture and Hay,Low Vegetation,Low Vegetation,Turf Grass,Pasture and Hay,Developed,Agricultural
2810,Bare Developed to Tidal Waters,Developed,Tidal Waters,Barren,Water,"Pervious Developed, Other",Water,Developed,Water
2811,Bare Developed to Lakes and Reservoirs,Developed,Lakes and Reservoirs,Barren,Water,"Pervious Developed, Other",Water,Developed,Water
2812,Bare Developed to Riverine Ponds,Developed,Riverine Ponds,Barren,Water,"Pervious Developed, Other",Water,Developed,Water
2813,Bare Developed to Terrene Ponds,Developed,Terrene Ponds,Barren,Water,"Pervious Developed, Other",Water,Developed,Water
2814,Bare Developed to Streams and Rivers,Developed,Streams and Rivers,Barren,Water,"Pervious Developed, Other",Water,Developed,Water
2815,Bare Developed to Bare Shore,Developed,Bare Shore,Barren,Barren,"Pervious Developed, Other",Natural Succession,Developed,Natural
2820,Bare Developed to Roads,Developed,Roads,Barren,Impervious Roads,"Pervious Developed, Other",Impervious Roads,Developed,Developed
2821,Bare Developed to Structures,Developed,Structures,Barren,Impervious Structures,"Pervious Developed, Other",Impervious Structures,Developed,Developed
2822,Bare Developed to Other Impervious,Developed,Other Impervious,Barren,Other Impervious,"Pervious Developed, Other","Impervious, Other",Developed,Developed
2823,Bare Developed to Tree Canopy Over Roads,Developed,Tree Canopy Over Roads,Barren,Tree Canopy Over Impervious Roads,"Pervious Developed, Other",Tree Canopy over Impervious,Developed,Developed
2824,Bare Developed to Tree Canopy Over Structures,Developed,Tree Canopy Over Structures,Barren,Tree Canopy Over Impervious Structures,"Pervious Developed, Other",Tree Canopy over Impervious,Developed,Developed
2825,Bare Developed to Tree Canopy Over Other Impervious,Developed,Tree Canopy Over Other Impervious,Barren,Tree Canopy Over Other Impervious,"Pervious Developed, Other",Tree Canopy over Impervious,Developed,Developed
2826,Bare Developed to Tree Canopy Over Turf Grass,Developed,Tree Canopy Over Turf,Barren,Tree Canopy,"Pervious Developed, Other",Tree Canopy over Turf Grass,Developed,Developed
2827,Bare Developed to Turf Grass,Developed,Turf,Barren,Low Vegetation,"Pervious Developed, Other",Turf Grass,Developed,Developed
2830,Bare Developed to Extractive Barren,Developed,Extractive,Barren,Barren,"Pervious Developed, Other",Extractive,Developed,Developed
2831,Bare Developed to Extractive Impervious,Developed,Extractive,Barren,Other Impervious,"Pervious Developed, Other",Extractive,Developed,Developed
2832,Bare Developed to Solar Field Panel Arrays,Developed,Solar Field,Barren,Other Impervious,"Pervious Developed, Other","Impervious, Other",Developed,Developed
2833,Bare Developed to Solar Field Barren,Developed,Solar Field,Barren,Barren,"Pervious Developed, Other","Pervious Developed, Other",Developed,Developed
2834,Bare Developed to Solar Field Herbaceous,Developed,Solar Field,Barren,Low Vegetation,"Pervious Developed, Other","Pervious Developed, Other",Developed,Developed
2836,Bare Developed to Suspended Succession Barren,Developed,Suspended Succession,Barren,Barren,"Pervious Developed, Other","Pervious Developed, Other",Developed,Developed
2837,Bare Developed to Suspended Succession Herbaceous,Developed,Suspended Succession,Barren,Low Vegetation,"Pervious Developed, Other","Pervious Developed, Other",Developed,Developed
2838,Bare Developed to Suspended Succession Shrubland,Developed,Suspended Succession,Barren,Shrubland,"Pervious Developed, Other","Pervious Developed, Other",Developed,Developed
2840,Bare Developed to Forest,Developed,Forest,Barren,Tree Canopy,"Pervious Developed, Other",Forest,Developed,Natural
2841,Bare Developed to Forested Other,Developed,Forested Other,Barren,Tree Canopy,"Pervious Developed, Other","Forested, Other",Developed,Natural
2842,Bare Developed to Natural Succession Barren,Developed,Natural Succession,Barren,Barren,"Pervious Developed, Other",Natural Succession,Developed,Natural
2843,Bare Developed to Natural Succession Herbaceous,Developed,Natural Succession,Barren,Low Vegetation,"Pervious Developed, Other",Natural Succession,Developed,Natural
2844,Bare Developed to Natural Succession Shrubland,Developed,Natural Succession,Barren,Shrubland,"Pervious Developed, Other",Natural Succession,Developed,Natural
2845,Bare Developed to Harvested Forest Barren,Developed,Harvested Forest,Barren,Barren,"Pervious Developed, Other",Harvested Forest,Developed,Natural
2846,Bare Developed to Harvested Forest Herbaceous,Developed,Harvested Forest,Barren,Low Vegetation,"Pervious Developed, Other",Harvested Forest,Developed,Natural
2880,Bare Developed to Cropland Barren,Developed,Cropland,Barren,Barren,"Pervious Developed, Other",Cropland,Developed,Agricultural
2881,Bare Developed to Cropland Herbaceous,Developed,Cropland,Barren,Low Vegetation,"Pervious Developed, Other",Cropland,Developed,Agricultural
2883,Bare Developed to Orchards and Vineyards Herbaceous,Developed,Orchards and Vineyards,Barren,Low Vegetation,"Pervious Developed, Other",Cropland,Developed,Agricultural
2885,Bare Developed to Pasture and Hay Barren,Developed,Pasture and Hay,Barren,Barren,"Pervious Developed, Other",Pasture and Hay,Developed,Agricultural
2886,Bare Developed to Pasture and Hay Herbaceous,Developed,Pasture and Hay,Barren,Low Vegetation,"Pervious Developed, Other",Pasture and Hay,Developed,Agricultural
3011,Extractive Barren to Lakes and Reservoirs,Extractive,Lakes and Reservoirs,Barren,Water,Extractive,Water,Developed,Water
3012,Extractive Barren to Riverine Ponds,Extractive,Riverine Ponds,Barren,Water,Extractive,Water,Developed,Water
3013,Extractive Barren to Terrene Ponds,Extractive,Terrene Ponds,Barren,Water,Extractive,Water,Developed,Water
3014,Extractive Barren to Streams and Rivers,Extractive,Streams and Rivers,Barren,Water,Extractive,Water,Developed,Water
3020,Extractive Barren to Roads,Extractive,Roads,Barren,Impervious Roads,Extractive,Impervious Roads,Developed,Developed
3021,Extractive Barren to Structures,Extractive,Structures,Barren,Impervious Structures,Extractive,Impervious Structures,Developed,Developed
3022,Extractive Barren to Other Impervious,Extractive,Other Impervious,Barren,Other Impervious,Extractive,"Impervious, Other",Developed,Developed
3025,Extractive Barren to Tree Canopy Over Other Impervious,Extractive,Tree Canopy Over Other Impervious,Barren,Tree Canopy Over Other Impervious,Extractive,Tree Canopy over Impervious,Developed,Developed
3026,Extractive Barren to Tree Canopy Over Turf Grass,Extractive,Tree Canopy Over Turf,Barren,Tree Canopy,Extractive,Tree Canopy over Turf Grass,Developed,Developed
